,Unnamed: 0,node1,node2,label,nb_common_labels,nb_common_genres,squared_popularity_diff,cn,pa,tn,minTriangles,maxTriangles,minCoefficient,maxCoefficient,sp,sl
0,59,7034,1652,0,0.0,0.0,44,0.0,160.0,26.0,5,16,0.032679738562091505,0.5714285714285714,0.0,0.0
0,60,7034,7100,0,4,1,1,2.0,2640.0,79.0,5,108,0.032679738562091505,0.055299539170506916,0.0,0.0
0,61,7034,1653,0,0.0,0.0,45,0.0,40.0,20.0,1,5,0.032679738562091505,1.0,0.0,0.0
0,62,7034,7765,0,0.0,0.0,17,0.0,2900.0,100.0,5,193,0.032679738562091505,0.058115025594700394,0.0,0.0
0,63,7034,1667,0,0.0,0.0,51,0.0,20.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,64,7034,7998,0,0.0,0.0,7,0.0,680.0,42.0,5,22,0.032679738562091505,0.07971014492753623,0.0,0.0
0,65,7034,1669,0,0.0,0.0,52,0.0,60.0,20.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,66,7034,7909,0,0.0,0.0,1,0.0,520.0,38.0,5,39,0.032679738562091505,0.20526315789473684,0.0,0.0
0,67,7034,1672,0,0.0,0.0,45,0.0,40.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,68,7034,64,0,1,5,10,1.0,400.0,30.0,5,17,0.032679738562091505,0.21794871794871795,0.0,0.0
0,69,7034,1673,0,0.0,0.0,59,0.0,20.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,70,7034,1674,0,0.0,0.0,54,0.0,20.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,71,7034,1126,0,0.0,0.0,6,0.0,540.0,33.0,5,36,0.032679738562091505,0.34285714285714286,0.0,0.0
0,72,7034,1676,0,0.0,0.0,27,0.0,20.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,73,7034,1679,0,0.0,0.0,56,0.0,20.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,74,7034,7541,0,3,2,26,0.0,960.0,54.0,5,33,0.032679738562091505,0.05238095238095238,0.0,0.0
